3.7300000000000000e+00	1.1302599999999999e-03
3.7300100100100102e+00	1.1327500000000001e-03
3.7300200200200200e+00	1.1352599999999999e-03
3.7300300300300302e+00	1.1377700000000000e-03
3.7300400400400400e+00	1.1402800000000000e-03
3.7300500500500502e+00	1.1428000000000000e-03
3.7300600600600600e+00	1.1453300000000000e-03
3.7300700700700702e+00	1.1478500000000000e-03
3.7300800800800800e+00	1.1503900000000000e-03
3.7300900900900902e+00	1.1529299999999999e-03
3.7301001001001000e+00	1.1554700000000000e-03
3.7301101101101102e+00	1.1580200000000001e-03
3.7301201201201200e+00	1.1605800000000000e-03
3.7301301301301302e+00	1.1631400000000000e-03
3.7301401401401399e+00	1.1657099999999999e-03
3.7301501501501502e+00	1.1682800000000001e-03
3.7301601601601599e+00	1.1708599999999999e-03
3.7301701701701702e+00	1.1734400000000000e-03
3.7301801801801804e+00	1.1760300000000000e-03
3.7301901901901902e+00	1.1786200000000000e-03
3.7302002002002004e+00	1.1812200000000000e-03
3.7302102102102102e+00	1.1838300000000001e-03
3.7302202202202204e+00	1.1864400000000000e-03
3.7302302302302301e+00	1.1890500000000001e-03
3.7302402402402404e+00	1.1916699999999999e-03
3.7302502502502501e+00	1.1942999999999999e-03
3.7302602602602604e+00	1.1969299999999999e-03
3.7302702702702701e+00	1.1995700000000001e-03
3.7302802802802804e+00	1.2022199999999999e-03
3.7302902902902901e+00	1.2048700000000000e-03
3.7303003003003004e+00	1.2075199999999999e-03
3.7303103103103101e+00	1.2101799999999999e-03
3.7303203203203203e+00	1.2128499999999999e-03
3.7303303303303301e+00	1.2155300000000000e-03
3.7303403403403403e+00	1.2182000000000000e-03
3.7303503503503501e+00	1.2208900000000001e-03
3.7303603603603603e+00	1.2235799999999999e-03
3.7303703703703706e+00	1.2262799999999999e-03
3.7303803803803803e+00	1.2289800000000000e-03
3.7303903903903906e+00	1.2316899999999999e-03
3.7304004004004003e+00	1.2344100000000000e-03
3.7304104104104105e+00	1.2371299999999999e-03
3.7304204204204203e+00	1.2398600000000000e-03
3.7304304304304305e+00	1.2425900000000000e-03
3.7304404404404403e+00	1.2453300000000000e-03
3.7304504504504505e+00	1.2480799999999999e-03
3.7304604604604603e+00	1.2508300000000001e-03
3.7304704704704705e+00	1.2535900000000000e-03
3.7304804804804803e+00	1.2563500000000000e-03
3.7304904904904905e+00	1.2591200000000001e-03
3.7305005005005003e+00	1.2619000000000000e-03
3.7305105105105105e+00	1.2646900000000000e-03
3.7305205205205203e+00	1.2674800000000001e-03
3.7305305305305305e+00	1.2702799999999999e-03
3.7305405405405407e+00	1.2730800000000000e-03
3.7305505505505505e+00	1.2758900000000000e-03
3.7305605605605607e+00	1.2787100000000000e-03
3.7305705705705705e+00	1.2815299999999999e-03
3.7305805805805807e+00	1.2843600000000000e-03
3.7305905905905905e+00	1.2872000000000001e-03
3.7306006006006007e+00	1.2900399999999999e-03
3.7306106106106105e+00	1.2929000000000000e-03
3.7306206206206207e+00	1.2957500000000000e-03
3.7306306306306305e+00	1.2986199999999999e-03
3.7306406406406407e+00	1.3014900000000000e-03
3.7306506506506505e+00	1.3043700000000000e-03
3.7306606606606607e+00	1.3072500000000000e-03
3.7306706706706705e+00	1.3101499999999999e-03
3.7306806806806807e+00	1.3130500000000001e-03
3.7306906906906905e+00	1.3159500000000000e-03
3.7307007007007007e+00	1.3188700000000000e-03
3.7307107107107109e+00	1.3217900000000000e-03
3.7307207207207207e+00	1.3247199999999999e-03
3.7307307307307309e+00	1.3276500000000001e-03
3.7307407407407407e+00	1.3305999999999999e-03
3.7307507507507509e+00	1.3335500000000000e-03
3.7307607607607607e+00	1.3365000000000000e-03
3.7307707707707709e+00	1.3394699999999999e-03
3.7307807807807807e+00	1.3424400000000001e-03
