3.7300000000000000e+00	1.0327700000000000e-02
3.7300100100100102e+00	1.0363600000000001e-02
3.7300200200200200e+00	1.0399700000000000e-02
3.7300300300300302e+00	1.0436200000000000e-02
3.7300400400400400e+00	1.0473000000000000e-02
3.7300500500500502e+00	1.0510200000000001e-02
3.7300600600600600e+00	1.0547800000000000e-02
3.7300700700700702e+00	1.0585700000000000e-02
3.7300800800800800e+00	1.0624000000000000e-02
3.7300900900900902e+00	1.0662700000000001e-02
3.7301001001001000e+00	1.0701700000000000e-02
3.7301101101101102e+00	1.0741199999999999e-02
3.7301201201201200e+00	1.0781100000000000e-02
3.7301301301301302e+00	1.0821400000000000e-02
3.7301401401401399e+00	1.0862100000000000e-02
3.7301501501501502e+00	1.0903299999999999e-02
3.7301601601601599e+00	1.0944900000000000e-02
3.7301701701701702e+00	1.0987000000000000e-02
3.7301801801801804e+00	1.1029600000000001e-02
3.7301901901901902e+00	1.1072600000000000e-02
3.7302002002002004e+00	1.1116200000000000e-02
3.7302102102102102e+00	1.1160200000000000e-02
3.7302202202202204e+00	1.1204700000000000e-02
3.7302302302302301e+00	1.1249800000000001e-02
3.7302402402402404e+00	1.1295500000000000e-02
3.7302502502502501e+00	1.1341700000000000e-02
3.7302602602602604e+00	1.1388400000000000e-02
3.7302702702702701e+00	1.1435799999999999e-02
3.7302802802802804e+00	1.1483699999999999e-02
3.7302902902902901e+00	1.1532199999999999e-02
3.7303003003003004e+00	1.1581400000000000e-02
3.7303103103103101e+00	1.1631300000000001e-02
3.7303203203203203e+00	1.1681800000000001e-02
3.7303303303303301e+00	1.1733000000000000e-02
3.7303403403403403e+00	1.1784800000000000e-02
3.7303503503503501e+00	1.1837400000000000e-02
3.7303603603603603e+00	1.1890800000000000e-02
3.7303703703703706e+00	1.1944900000000000e-02
3.7303803803803803e+00	1.1999800000000000e-02
3.7303903903903906e+00	1.2055400000000001e-02
3.7304004004004003e+00	1.2112000000000000e-02
3.7304104104104105e+00	1.2169299999999999e-02
3.7304204204204203e+00	1.2227500000000001e-02
3.7304304304304305e+00	1.2286699999999999e-02
3.7304404404404403e+00	1.2346700000000000e-02
3.7304504504504505e+00	1.2407700000000001e-02
3.7304604604604603e+00	1.2469700000000000e-02
3.7304704704704705e+00	1.2532700000000001e-02
3.7304804804804803e+00	1.2596800000000000e-02
3.7304904904904905e+00	1.2661900000000000e-02
3.7305005005005003e+00	1.2728200000000000e-02
3.7305105105105105e+00	1.2795500000000000e-02
3.7305205205205203e+00	1.2864100000000000e-02
3.7305305305305305e+00	1.2933900000000000e-02
3.7305405405405407e+00	1.3004900000000000e-02
3.7305505505505505e+00	1.3077200000000001e-02
3.7305605605605607e+00	1.3150900000000000e-02
3.7305705705705705e+00	1.3226000000000000e-02
3.7305805805805807e+00	1.3302500000000000e-02
3.7305905905905905e+00	1.3380500000000000e-02
3.7306006006006007e+00	1.3460099999999999e-02
3.7306106106106105e+00	1.3541200000000000e-02
3.7306206206206207e+00	1.3624000000000001e-02
3.7306306306306305e+00	1.3708500000000000e-02
3.7306406406406407e+00	1.3794799999999999e-02
3.7306506506506505e+00	1.3882900000000000e-02
3.7306606606606607e+00	1.3972900000000000e-02
3.7306706706706705e+00	1.4064900000000000e-02
3.7306806806806807e+00	1.4159000000000000e-02
3.7306906906906905e+00	1.4255200000000001e-02
3.7307007007007007e+00	1.4353700000000000e-02
3.7307107107107109e+00	1.4454399999999999e-02
3.7307207207207207e+00	1.4557600000000000e-02
3.7307307307307309e+00	1.4663300000000001e-02
3.7307407407407407e+00	1.4771599999999999e-02
3.7307507507507509e+00	1.4882599999999999e-02
3.7307607607607607e+00	1.4996400000000000e-02
3.7307707707707709e+00	1.5113300000000000e-02
3.7307807807807807e+00	1.5233200000000001e-02
3.7307907907907909e+00	1.5356300000000000e-02
3.7308008008008007e+00	1.5482900000000001e-02
3.7308108108108109e+00	1.5613000000000000e-02
3.7308208208208207e+00	1.5746799999999998e-02
3.7308308308308309e+00	1.5884400000000000e-02
3.7308408408408407e+00	1.6026200000000001e-02
3.7308508508508509e+00	1.6172200000000001e-02
3.7308608608608607e+00	1.6322699999999999e-02
3.7308708708708709e+00	1.6477900000000000e-02
3.7308808808808811e+00	1.6638099999999999e-02
3.7308908908908909e+00	1.6803499999999999e-02
3.7309009009009011e+00	1.6974400000000001e-02
3.7309109109109109e+00	1.7151099999999999e-02
3.7309209209209211e+00	1.7333899999999999e-02
3.7309309309309309e+00	1.7523100000000000e-02
3.7309409409409411e+00	1.7719200000000001e-02
3.7309509509509509e+00	1.7922500000000001e-02
3.7309609609609611e+00	1.8133500000000000e-02
3.7309709709709709e+00	1.8352500000000001e-02
3.7309809809809811e+00	1.8580200000000002e-02
3.7309909909909909e+00	1.8817100000000000e-02
3.7310010010010011e+00	1.9063699999999999e-02
3.7310110110110108e+00	1.9320700000000000e-02
